Vibration_X_RMS,Vibration_X_Peak,Vibration_Y_RMS,Vibration_Y_Peak,Vibration_Z_RMS,Vibration_Z_Peak,Acoustic_Emission_RMS,Penetration_Rate_Avg,Rotation_Speed_Avg,Feed_Pressure_Avg,Hydraulic_Pressure_Avg,Hydraulic_Return_Pressure_Avg,Hydraulic_Oil_Temp_Avg,Flow_Rate_Avg,Differential_Pressure_Filter_Avg,Oil_Particle_Count_Avg,Oil_Moisture_Avg,Oil_Viscosity_Avg,Tank_Level_End,Drive_Motor_Current_Avg,Motor_Winding_Temp_Avg,drill_bit_health,striker_bar_health,drill_rod_health,coupling_sleeve_health,hydraulic_seal_health,hydraulic_hose_health,filter_health,rul_hours,failure_type,rock_hardness,drill_hours_since_overhaul,hour_in_session,session_id,ambient_temp_C
1.55,3.13,1.58,3.34,1.78,3.3,0.53,1.18,46.1,63.6,168.8,8.84,53.0,97.2,0.71,139,124,45.1,91.5,55.5,66.7,0,0,0,0,0,0,0,629.7,none,1,117,117,0,20.8
1.47,3.13,1.51,3.17,1.66,3.36,0.53,1.2,47.6,62.4,165.7,8.5,53.3,97.1,0.67,142,128,45.2,91.5,52.6,69.4,0,0,0,0,0,0,0,629.4,none,1,118,118,0,20.9
1.51,3.16,1.61,3.3,1.71,3.62,0.54,1.25,46.6,63.0,183.9,8.3,54.1,94.6,0.71,147,141,45.8,91.5,54.9,65.6,0,0,0,0,0,0,0,629.1,none,1,119,119,0,20.8
1.53,3.33,1.59,3.26,1.65,3.5,0.58,1.21,49.9,68.2,174.3,9.74,53.4,96.2,0.67,148,138,45.9,91.5,51.6,65.1,0,0,0,0,0,0,0,628.7,none,1,120,120,0,20.5
1.5,3.02,1.47,3.22,1.76,3.48,0.55,1.23,48.5,65.1,169.6,9.09,53.2,98.7,0.67,140,142,44.9,91.5,52.3,64.6,0,0,0,0,0,0,0,628.4,none,1,121,121,0,20.6
1.53,3.13,1.4,3.33,1.72,3.33,0.53,1.19,48.3,66.7,177.7,8.2,51.4,100.6,0.71,149,143,45.8,91.5,54.8,65.6,0,0,0,0,0,0,0,628.1,none,1,122,122,0,20.8
1.47,3.17,1.56,3.25,1.69,3.53,0.54,1.25,49.3,63.4,177.2,8.51,52.8,97.4,0.69,137,137,45.9,91.5,54.4,63.6,0,0,0,0,0,0,0,627.7,none,1,123,123,0,21.0
1.56,3.29,1.62,3.23,1.7,3.59,0.57,1.25,47.1,67.2,172.4,8.62,52.8,98.5,0.72,139,130,46.8,91.5,54.2,65.3,0,0,0,0,0,0,0,627.4,none,1,124,124,0,21.0
1.54,3.11,1.62,3.33,1.71,3.5,0.57,1.21,49.2,69.7,181.7,8.67,55.0,95.5,0.71,144,136,45.2,91.5,56.1,66.8,0,0,0,0,0,0,0,627.1,none,1,125,125,0,21.0
1.57,3.2,1.59,3.3,1.72,3.44,0.54,1.24,48.4,65.7,181.3,8.98,54.1,96.2,0.71,149,134,45.3,91.5,58.4,65.6,0,0,0,0,0,0,0,626.7,none,1,126,126,0,20.8
1.53,3.16,1.58,3.2,1.66,3.57,0.57,1.3,47.7,65.3,187.6,8.33,51.5,95.7,0.67,137,141,45.5,91.5,56.8,69.5,0,0,0,0,0,0,0,626.4,none,1,127,127,0,20.5
1.55,3.21,1.54,3.28,1.73,3.62,0.54,1.22,47.9,59.5,178.3,8.21,53.5,97.4,0.67,142,143,45.4,91.5,52.9,65.9,0,0,0,0,0,0,0,626.1,none,1,128,128,0,20.5
1.5,3.22,1.57,3.22,1.72,3.57,0.57,1.17,47.3,63.9,171.4,8.67,52.6,97.1,0.7,137,129,45.4,91.5,55.7,65.3,0,0,0,0,0,0,0,625.7,none,1,129,129,0,20.3
1.49,3.31,1.56,3.26,1.71,3.52,0.56,1.19,46.6,65.4,172.7,10.02,55.3,98.0,0.73,137,131,45.2,91.5,50.8,64.5,0,0,0,0,0,0,0,625.4,none,1,130,130,0,20.2
1.53,3.08,1.54,3.27,1.7,3.38,0.54,1.28,45.5,65.3,173.9,9.82,53.2,98.9,0.68,142,135,44.1,91.5,51.5,66.1,0,0,0,0,0,0,0,625.1,none,1,131,131,0,20.0
1.6,3.24,1.52,3.35,1.76,3.42,0.53,1.22,47.7,63.8,171.5,9.8,53.5,92.8,0.73,138,145,45.1,91.5,53.9,66.9,0,0,0,0,0,0,0,624.7,none,1,132,132,0,20.2
1.56,3.19,1.58,3.34,1.76,3.34,0.54,1.23,45.6,62.3,176.1,8.03,52.1,93.9,0.72,139,121,44.6,91.5,53.6,68.5,0,0,0,0,0,0,0,624.4,none,1,133,133,0,20.4
1.57,3.16,1.69,3.54,1.68,3.48,0.55,1.24,47.2,61.4,180.7,8.3,50.5,99.8,0.71,140,146,45.8,91.5,55.8,64.9,0,0,0,0,0,0,0,624.1,none,1,134,134,0,20.5
1.6,3.18,1.62,3.41,1.81,3.57,0.56,1.23,46.3,65.9,173.6,9.24,53.8,95.4,0.7,139,148,44.8,91.4,58.4,69.1,0,0,0,0,0,0,0,623.7,none,1,135,135,0,20.7
1.54,3.3,1.53,3.38,1.76,3.75,0.56,1.2,49.5,67.3,174.3,8.45,54.1,94.8,0.69,135,146,45.8,91.4,56.3,65.1,0,0,0,0,0,0,0,623.4,none,1,136,136,0,21.0
1.48,3.24,1.57,3.47,1.65,3.55,0.57,1.27,49.9,66.7,171.1,7.79,55.5,98.1,0.68,145,147,44.6,91.4,58.5,67.1,0,0,0,0,0,0,0,623.1,none,1,137,137,0,21.2
1.54,3.21,1.52,3.39,1.73,3.57,0.55,1.26,50.0,65.2,173.8,9.39,54.4,96.6,0.7,134,145,45.2,91.4,52.6,66.5,0,0,0,0,0,0,0,622.7,none,1,138,138,0,21.0
1.58,3.35,1.63,3.21,1.67,3.49,0.6,1.21,48.9,61.1,178.9,8.53,54.5,95.8,0.69,142,130,46.3,91.4,57.1,67.4,0,0,0,0,0,0,0,622.4,none,1,139,139,0,20.7
1.57,3.2,1.65,3.38,1.71,3.58,0.59,1.24,47.6,65.6,176.4,8.64,54.6,95.8,0.7,143,138,44.6,91.4,56.9,69.1,0,0,0,0,0,0,0,622.1,none,1,140,140,0,20.9
1.55,3.0,1.63,3.53,1.83,3.56,0.6,1.2,46.8,64.1,174.4,9.07,53.3,97.0,0.77,128,136,45.9,91.4,53.1,68.5,0,0,0,0,0,0,0,621.7,none,1,141,141,0,20.9
1.58,3.35,1.65,3.37,1.81,3.38,0.58,1.17,47.7,65.3,172.7,8.46,52.3,98.8,0.68,139,134,46.2,91.4,57.9,67.8,0,0,0,0,0,0,0,621.4,none,1,142,142,0,21.0
1.61,3.04,1.56,3.51,1.89,3.46,0.56,1.23,46.4,64.7,171.4,8.5,55.3,96.2,0.7,131,139,45.1,91.4,55.9,69.4,0,0,0,0,0,0,0,621.1,none,1,143,143,0,21.2
1.66,3.28,1.7,3.39,1.79,3.64,0.58,1.21,47.4,65.7,172.5,9.01,54.5,95.9,0.7,144,130,46.3,91.4,53.9,66.7,0,0,0,0,0,0,0,620.7,none,1,144,144,0,21.0
1.61,3.34,1.63,3.28,1.76,3.42,0.56,1.25,48.6,64.8,180.4,8.48,52.8,97.6,0.76,147,141,45.3,91.4,54.3,68.0,0,0,0,0,0,0,0,620.4,none,1,145,145,0,21.1
1.6,3.38,1.64,3.27,1.77,3.65,0.58,1.22,47.7,60.7,185.7,9.19,52.8,98.1,0.68,150,141,44.4,91.4,57.2,66.9,0,0,0,0,0,0,0,620.1,none,1,146,146,0,21.2
1.58,3.4,1.58,3.31,1.81,3.47,0.56,1.23,47.6,64.1,182.3,8.6,53.6,98.9,0.71,132,158,44.2,91.4,54.1,65.9,0,0,0,0,0,0,0,619.7,none,1,147,147,0,21.2
1.57,3.21,1.62,3.49,1.85,3.61,0.57,1.25,48.3,63.8,180.4,9.55,55.0,96.8,0.76,138,140,44.8,91.4,56.6,66.0,0,0,0,0,0,0,0,619.4,none,1,148,148,0,20.9
1.54,3.24,1.67,3.54,1.68,3.49,0.56,1.22,46.7,68.0,176.4,8.51,53.5,95.2,0.77,134,147,45.5,91.3,56.6,67.0,0,0,0,0,0,0,0,619.1,none,1,149,149,0,20.8
1.56,3.35,1.56,3.26,1.84,3.62,0.58,1.22,48.2,65.0,174.6,9.48,53.5,93.2,0.76,138,136,44.9,91.3,53.4,66.2,0,0,0,0,0,0,0,618.7,none,1,150,150,0,20.7
1.59,3.34,1.64,3.33,1.75,3.34,0.57,1.25,49.8,66.2,177.9,10.22,55.8,96.8,0.76,136,132,46.4,91.3,55.3,65.9,0,0,0,0,0,0,0,618.4,none,1,151,151,0,20.8
1.5,3.42,1.53,3.52,1.78,3.64,0.57,1.22,47.7,66.4,171.0,8.75,52.0,99.4,0.7,143,144,45.7,91.3,52.7,66.0,0,0,0,0,0,0,0,618.1,none,1,152,152,0,21.0
1.67,3.22,1.6,3.47,1.8,3.85,0.59,1.21,47.8,62.2,174.6,8.33,54.8,100.4,0.71,140,153,46.5,91.3,59.2,68.3,0,0,0,0,0,0,0,617.7,none,1,153,153,0,20.9
1.65,3.36,1.74,3.55,1.71,3.62,0.56,1.2,48.0,61.1,177.0,9.44,51.8,96.5,0.8,142,158,46.8,91.3,55.5,67.2,0,0,0,0,0,0,0,617.4,none,1,154,154,0,21.0
1.5,3.4,1.63,3.67,1.82,3.55,0.57,1.23,47.8,62.1,182.8,8.26,56.0,95.1,0.71,145,142,45.7,91.3,53.1,66.2,0,0,0,0,0,0,0,617.1,none,1,155,155,0,20.9
1.64,3.18,1.67,3.36,1.75,3.54,0.59,1.23,46.4,65.3,180.0,8.97,55.0,96.8,0.73,148,139,45.1,91.3,51.2,68.0,0,0,0,0,0,0,0,616.7,none,1,156,156,0,21.2
1.71,3.32,1.65,3.44,1.83,3.46,0.58,1.27,47.2,60.7,174.5,9.53,54.0,98.4,0.73,138,149,45.3,91.3,53.3,69.1,0,0,0,0,0,0,0,616.4,none,1,157,157,0,21.4
1.57,3.38,1.63,3.47,1.72,3.66,0.6,1.26,50.2,64.9,183.5,9.73,53.8,95.4,0.8,141,143,44.8,91.3,53.2,66.5,0,0,0,0,0,0,0,616.1,none,1,158,158,0,21.4
1.59,3.15,1.61,3.62,1.77,3.6,0.59,1.2,47.3,63.2,182.6,8.88,53.1,94.7,0.74,135,133,46.2,91.3,52.5,69.2,0,0,0,0,0,0,0,615.7,none,1,159,159,0,21.4
1.6,3.17,1.62,3.7,1.71,3.51,0.62,1.22,46.8,62.6,180.8,8.86,55.3,93.6,0.71,146,138,45.0,91.3,54.6,69.8,0,0,0,0,0,0,0,615.4,none,1,160,160,0,21.3
1.58,3.52,1.62,3.58,1.86,3.75,0.57,1.24,47.4,63.4,175.3,7.57,54.9,95.8,0.74,144,158,44.5,91.3,55.4,65.3,0,0,0,0,0,0,0,615.1,none,1,161,161,0,21.2
1.56,3.37,1.59,3.52,1.73,3.4,0.61,1.2,45.1,66.1,175.9,8.51,52.3,100.0,0.71,140,130,45.7,91.3,54.3,67.9,0,0,0,0,0,0,0,614.7,none,1,162,162,0,21.4
1.6,3.29,1.7,3.44,1.79,3.54,0.6,1.24,45.8,64.1,184.5,8.53,54.3,94.1,0.74,141,150,43.7,91.3,53.7,65.7,0,0,0,0,0,0,0,614.4,none,1,163,163,0,21.4
1.63,3.45,1.65,3.38,1.78,3.51,0.6,1.22,49.1,69.0,181.0,9.89,57.4,96.7,0.81,146,144,44.9,91.3,54.3,66.3,0,0,0,0,0,0,0,614.1,none,1,164,164,0,21.4
1.67,3.32,1.67,3.38,1.76,3.63,0.59,1.25,47.6,63.5,174.4,9.81,54.8,96.8,0.67,138,152,45.3,91.2,57.9,65.1,0,0,0,0,0,0,0,613.7,none,1,165,165,0,21.7
1.57,3.26,1.62,3.59,1.81,3.5,0.6,1.18,50.0,67.1,171.5,10.0,54.6,94.4,0.77,144,145,45.3,91.2,53.9,70.1,0,0,0,0,0,0,0,613.4,none,1,166,166,0,21.8
1.67,3.33,1.67,3.56,1.76,3.71,0.6,1.19,49.2,60.7,170.5,9.43,53.7,97.9,0.74,136,144,45.3,91.2,51.7,68.9,0,0,0,0,0,0,0,613.1,none,1,167,167,0,21.8
1.57,3.45,1.69,3.36,1.72,3.57,0.63,1.23,48.7,62.8,175.0,9.26,51.9,96.2,0.7,150,130,45.3,91.2,52.9,65.6,0,0,0,0,0,0,0,612.7,none,1,168,168,0,21.8
1.65,3.39,1.69,3.47,1.83,3.62,0.6,1.24,46.5,65.2,176.4,8.49,56.5,95.9,0.74,152,137,45.9,91.2,55.9,64.1,0,0,0,0,0,0,0,612.4,none,1,169,169,0,21.6
1.6,3.29,1.67,3.63,1.79,3.68,0.58,1.2,46.2,68.2,176.3,9.53,54.4,96.5,0.73,131,136,45.3,91.2,53.9,65.4,0,0,0,0,0,0,0,612.1,none,1,170,170,0,21.5
1.61,3.44,1.74,3.61,1.77,3.69,0.62,1.22,48.0,68.2,176.1,8.56,56.8,96.6,0.83,152,141,46.4,91.2,54.5,68.9,0,0,0,0,0,0,0,611.7,none,1,171,171,0,21.6
1.61,3.38,1.75,3.63,1.8,3.65,0.58,1.22,50.2,66.0,176.8,9.97,51.9,94.8,0.79,141,140,45.0,91.2,53.1,66.0,0,0,0,0,0,0,0,611.4,none,1,172,172,0,21.7
1.55,3.05,1.71,3.55,1.82,3.59,0.62,1.25,49.9,67.3,173.7,7.94,54.6,90.7,0.79,144,136,44.9,91.2,57.0,63.9,0,0,0,0,0,0,0,611.1,none,1,173,173,0,21.9
1.66,3.4,1.62,3.56,1.74,3.68,0.64,1.25,49.5,63.9,183.3,9.31,53.2,95.9,0.83,146,137,45.0,91.2,56.7,63.7,0,0,0,0,0,0,0,610.7,none,1,174,174,0,21.7
1.76,3.37,1.75,3.65,1.77,3.53,0.66,1.23,46.3,63.8,174.4,8.63,55.3,98.3,0.78,138,144,44.6,91.2,53.3,65.5,0,0,0,0,0,0,0,610.4,none,1,175,175,0,21.7
1.57,3.48,1.64,3.46,1.75,3.87,0.6,1.23,49.1,66.2,176.6,9.78,53.6,96.9,0.76,143,150,46.3,91.2,54.1,68.5,0,0,0,0,0,0,0,610.1,none,1,176,176,0,22.0
1.72,3.34,1.7,3.76,1.9,3.63,0.62,1.2,49.9,64.7,172.8,10.06,56.5,96.7,0.8,158,142,44.7,91.2,55.2,66.0,0,0,0,0,0,0,0,609.7,none,1,177,177,0,21.9
1.66,3.28,1.65,3.68,1.73,3.75,0.63,1.25,46.1,65.9,168.0,9.53,54.3,95.4,0.73,140,144,43.8,91.2,55.9,69.3,0,0,0,0,0,0,0,609.4,none,1,178,178,0,22.1
1.58,3.45,1.67,3.94,1.72,3.67,0.62,1.24,48.1,63.3,180.0,8.71,54.4,94.9,0.79,150,147,46.5,91.2,54.2,64.7,0,0,0,0,0,0,0,609.1,none,1,179,179,0,21.8
1.66,3.55,1.72,3.46,1.82,3.6,0.59,1.25,49.4,65.4,171.9,9.22,54.6,96.8,0.77,138,141,47.2,91.1,55.8,68.4,0,0,0,0,0,0,0,608.7,none,1,180,180,0,22.1
1.66,3.55,1.68,3.75,1.84,3.82,0.62,1.19,46.3,65.0,186.3,9.23,53.9,96.3,0.73,146,136,46.4,91.1,53.4,65.0,0,0,0,0,0,0,0,608.4,none,1,181,181,0,22.2
1.67,3.31,1.74,3.78,1.88,3.58,0.6,1.25,48.6,69.4,169.9,8.62,54.7,96.1,0.73,144,141,44.1,91.1,56.4,71.1,0,0,0,0,0,0,0,608.1,none,1,182,182,0,22.0
1.61,3.45,1.67,3.72,1.77,3.81,0.62,1.23,46.5,64.5,186.6,9.41,52.9,99.6,0.75,147,137,46.2,91.1,55.1,66.2,0,0,0,0,0,0,0,607.7,none,1,183,183,0,21.8
1.66,3.38,1.62,4.01,1.91,3.65,0.62,1.22,46.4,60.9,185.8,9.7,55.4,100.5,0.76,152,140,44.3,91.1,51.9,66.9,0,0,0,0,0,0,0,607.4,none,1,184,184,0,21.8
1.64,3.39,1.73,3.82,1.82,3.53,0.62,1.2,45.7,65.2,179.3,10.31,57.5,95.3,0.77,144,144,44.4,91.1,54.2,68.3,0,0,0,0,0,0,0,607.1,none,1,185,185,0,21.9
1.7,3.7,1.7,3.77,1.8,3.86,0.61,1.23,46.6,64.8,181.1,8.92,56.3,96.7,0.74,153,130,46.4,91.1,56.0,68.3,0,0,0,0,0,0,0,606.7,none,1,186,186,0,21.6
1.67,3.58,1.68,3.67,1.81,3.74,0.65,1.24,49.6,64.9,180.6,9.14,52.2,97.7,0.82,144,148,46.3,91.1,54.3,68.4,0,0,0,0,0,0,0,606.4,none,1,187,187,0,21.9
1.6,3.59,1.77,3.81,1.83,3.61,0.64,1.2,48.9,64.7,178.8,8.52,54.5,93.1,0.8,150,143,45.5,91.1,57.2,69.2,0,0,0,0,0,0,0,606.1,none,1,188,188,0,22.2
1.69,3.55,1.74,3.67,1.82,3.73,0.63,1.25,46.8,68.7,181.8,9.13,52.8,97.0,0.79,144,140,44.2,91.1,57.9,69.3,0,0,0,0,0,0,0,605.7,none,1,189,189,0,22.2
1.7,3.5,1.78,3.61,1.83,3.72,0.6,1.22,48.0,65.8,167.6,8.4,52.7,98.8,0.77,152,137,45.2,91.1,55.2,65.9,0,0,0,0,0,0,0,605.4,none,1,190,190,0,21.9
1.65,3.49,1.78,3.82,1.79,3.68,0.67,1.2,47.0,66.7,176.6,9.24,54.6,97.0,0.79,150,155,44.9,91.1,52.9,68.7,0,0,0,0,0,0,0,605.1,none,1,191,191,0,22.1
1.66,3.47,1.73,3.43,1.73,3.84,0.65,1.24,48.7,62.7,176.4,9.67,54.0,92.5,0.8,159,139,45.6,91.1,57.3,67.4,0,0,0,0,0,0,0,604.7,none,1,192,192,0,22.1
1.71,3.58,1.66,3.72,1.85,3.9,0.62,1.23,49.3,67.1,169.4,10.39,54.0,97.7,0.82,149,143,44.4,91.0,57.8,68.8,0,0,0,0,0,0,0,604.4,none,1,193,193,0,22.3
1.66,3.52,1.72,3.85,1.82,3.92,0.63,1.22,47.7,63.7,177.7,9.31,54.5,95.2,0.78,154,145,45.8,91.0,54.1,65.8,0,0,0,0,0,0,0,604.1,none,1,194,194,0,22.3
1.66,3.48,1.81,3.84,1.8,3.82,0.6,1.23,49.3,65.8,186.2,10.54,54.2,99.7,0.79,149,150,46.8,91.0,53.9,66.9,0,0,0,0,0,0,0,603.7,none,1,195,195,0,22.1
1.75,3.47,1.75,3.61,1.94,3.68,0.67,1.24,46.5,62.6,176.0,10.09,55.9,92.0,0.85,150,149,44.8,91.0,55.1,66.0,0,0,0,0,0,0,0,603.4,none,1,196,196,0,22.3
1.75,3.85,1.81,3.72,1.87,3.76,0.65,1.21,47.2,65.5,176.8,8.88,53.5,98.4,0.8,150,139,47.6,91.0,54.1,66.5,0,0,0,0,0,0,0,603.1,none,1,197,197,0,22.6
1.71,3.68,1.71,3.92,1.96,3.76,0.66,1.22,47.1,65.0,182.6,8.97,56.5,95.7,0.75,148,151,44.4,91.0,52.0,67.2,0,0,0,0,0,0,0,602.7,none,1,198,198,0,22.5
1.7,3.39,1.7,4.05,1.91,3.76,0.64,1.19,48.3,67.1,168.5,9.48,57.4,92.8,0.83,141,160,45.5,91.0,56.7,68.2,0,0,0,0,0,0,0,602.4,none,1,199,199,0,22.5
1.75,3.55,1.75,3.9,1.84,3.64,0.69,1.21,49.3,61.3,174.4,10.14,54.7,94.7,0.79,159,143,45.3,91.0,54.3,69.0,0,0,0,0,0,0,0,602.1,none,1,200,200,0,22.4
1.69,3.58,1.76,3.95,1.85,3.72,0.65,1.21,48.4,67.3,179.4,9.89,54.9,95.0,0.77,144,144,45.1,91.0,54.8,67.3,0,0,0,0,0,0,0,601.7,none,1,201,201,0,22.7
1.75,3.49,1.76,3.8,1.82,4.11,0.7,1.24,47.5,66.7,184.9,8.31,54.2,100.0,0.88,146,159,43.9,91.0,54.5,69.3,0,0,0,0,0,0,0,601.4,none,1,202,202,0,22.7
1.76,3.67,1.82,3.64,1.98,3.91,0.66,1.25,46.1,62.4,165.3,9.44,55.0,99.1,0.82,160,133,46.7,91.0,57.8,69.3,0,0,0,0,0,0,0,601.1,none,1,203,203,0,22.9
1.72,3.54,1.83,3.95,1.84,3.98,0.68,1.26,47.6,61.1,176.6,8.77,51.4,96.5,0.79,157,154,45.2,91.0,55.3,66.8,0,0,0,0,0,0,0,600.7,none,1,204,204,0,23.1
1.69,3.79,1.84,3.77,1.79,3.94,0.64,1.25,49.6,61.9,186.7,10.75,52.6,95.9,0.76,143,152,46.4,90.9,56.7,67.9,0,0,0,0,0,0,0,600.4,none,1,205,205,0,23.0
1.8,3.91,1.78,3.82,2.0,3.92,0.69,1.21,45.7,64.9,171.7,8.64,58.0,93.1,0.76,147,141,44.0,90.9,54.7,68.8,0,0,0,0,0,0,0,600.1,none,1,206,206,0,23.2
1.81,3.59,1.83,3.88,1.89,4.0,0.67,1.25,48.8,61.8,168.5,9.5,54.3,95.4,0.85,147,148,44.3,90.9,55.0,66.7,0,0,0,0,0,0,0,599.7,none,1,207,207,0,23.1
1.82,3.6,1.85,4.01,1.92,3.74,0.68,1.21,47.6,68.2,175.8,9.44,53.7,97.7,0.83,161,147,47.0,90.9,55.0,65.3,0,0,0,0,0,0,0,599.4,none,1,208,208,0,23.4
1.75,3.5,1.76,3.98,1.83,3.9,0.66,1.22,50.0,64.3,175.0,8.48,55.5,99.5,0.85,155,144,43.4,90.9,54.9,67.0,0,0,0,0,0,0,0,599.1,none,1,209,209,0,23.4
1.71,3.55,1.82,3.94,1.92,4.07,0.7,1.22,45.8,65.3,183.1,9.13,59.7,93.5,0.82,149,163,45.3,90.9,56.7,71.0,0,0,0,0,0,0,0,598.7,none,1,210,210,0,23.6
1.77,3.61,1.77,3.95,1.96,3.87,0.65,1.25,50.6,62.0,165.4,8.8,56.4,93.2,0.83,151,150,45.5,90.9,55.6,69.7,0,0,0,0,0,0,0,598.4,none,1,211,211,0,23.4
1.71,3.76,1.87,3.85,1.86,4.22,0.67,1.2,49.3,67.5,186.0,9.47,53.7,95.3,0.86,156,143,45.9,90.9,56.5,67.6,0,0,0,0,0,0,0,598.1,none,1,212,212,0,23.3
1.84,3.9,1.83,3.9,1.88,3.9,0.69,1.21,50.0,65.5,175.0,9.56,53.8,96.8,0.82,156,146,44.3,90.9,56.1,70.0,0,0,0,0,0,0,0,597.7,none,1,213,213,0,23.4
1.79,3.78,1.82,4.04,1.89,3.9,0.7,1.26,46.5,67.9,173.2,8.71,54.9,98.9,0.82,156,156,45.4,90.9,52.7,69.2,0,0,0,0,0,0,0,597.4,none,1,214,214,0,23.7
1.82,3.82,1.79,3.79,1.92,3.97,0.71,1.18,46.3,65.6,176.1,8.82,54.9,95.1,0.84,159,145,45.0,90.9,58.2,66.7,0,0,0,0,0,0,0,597.1,none,1,215,215,0,23.7
1.83,3.6,1.87,3.86,1.86,3.99,0.69,1.21,46.1,66.1,162.6,10.39,55.3,94.3,0.82,169,150,47.3,90.9,58.7,69.5,0,0,0,0,0,0,0,596.7,none,1,216,216,0,23.5
1.76,3.72,1.9,3.93,1.8,3.9,0.7,1.26,49.0,66.9,180.0,9.8,52.6,95.5,0.8,142,150,45.7,90.9,53.8,66.9,0,0,0,0,0,0,0,596.4,none,1,217,217,0,23.5
1.84,3.72,1.89,4.01,1.89,3.82,0.7,1.22,49.3,61.1,182.1,9.79,54.9,94.5,0.84,152,150,44.4,90.8,56.6,69.0,0,0,0,0,0,0,0,596.1,none,1,218,218,0,23.4
1.65,3.63,1.86,4.1,1.85,4.14,0.72,1.18,46.8,67.0,173.3,9.57,53.9,95.2,0.83,151,144,45.0,90.8,57.2,67.9,0,0,0,0,0,0,0,595.7,none,1,219,219,0,23.4
1.79,3.72,1.91,4.17,1.98,3.79,0.7,1.24,45.9,69.3,178.1,9.25,55.9,95.4,0.86,153,156,44.6,90.8,56.2,68.7,0,0,0,0,0,0,0,595.4,none,1,220,220,0,23.4
1.82,3.81,1.77,4.24,1.92,3.94,0.72,1.24,47.3,66.0,166.3,10.8,54.7,94.1,0.85,167,155,46.1,90.8,55.4,68.4,0,0,0,0,0,0,0,595.1,none,1,221,221,0,23.4
1.78,3.71,1.84,4.09,1.91,3.82,0.68,1.22,49.7,66.2,176.7,10.49,57.9,93.5,0.79,160,142,44.9,90.8,52.6,66.6,0,0,0,0,0,0,0,594.7,none,1,222,222,0,23.3
1.83,3.72,1.91,3.87,1.95,4.04,0.72,1.19,49.2,64.7,179.2,10.51,53.9,93.8,0.83,151,143,44.1,90.8,53.3,66.1,0,0,0,0,0,0,0,594.4,none,1,223,223,0,23.1
1.66,3.74,1.77,4.09,1.83,4.0,0.72,1.22,48.8,66.5,175.0,8.89,54.3,96.5,0.77,162,133,45.9,90.8,54.7,68.2,0,0,0,0,0,0,0,594.1,none,1,224,224,0,23.2
1.86,3.88,1.78,4.09,1.87,4.01,0.73,1.22,46.4,68.0,180.3,9.02,54.6,95.6,0.87,159,151,45.3,90.8,60.1,68.8,0,0,0,0,0,0,0,593.7,none,1,225,225,0,23.3
1.85,3.77,1.85,4.18,1.9,4.0,0.71,1.19,47.1,65.8,167.0,8.86,56.9,95.1,0.83,157,152,45.0,90.8,56.1,68.4,0,0,0,0,0,0,0,593.4,none,1,226,226,0,23.1
1.83,3.88,1.78,3.88,2.01,4.01,0.71,1.2,50.3,64.4,182.7,9.96,54.2,96.6,0.93,156,145,47.3,90.8,56.8,65.1,0,0,0,0,0,0,0,593.1,none,1,227,227,0,23.3
1.91,3.69,1.94,4.07,1.89,4.04,0.7,1.23,47.5,62.3,169.0,8.81,54.8,96.3,0.79,159,166,43.1,90.7,60.2,68.7,0,0,0,0,0,0,0,592.7,none,1,228,228,0,23.0
1.7,3.78,1.91,4.15,2.04,4.16,0.71,1.23,48.9,66.8,173.5,9.33,54.0,98.6,0.88,160,141,44.5,90.7,55.2,68.0,0,0,0,0,0,0,0,592.4,none,1,229,229,0,23.2
1.83,3.91,1.98,4.23,1.87,4.01,0.74,1.26,49.9,67.3,179.9,10.14,56.6,97.0,0.85,170,138,44.8,90.7,55.1,62.9,0,0,0,0,0,0,0,592.1,none,1,230,230,0,23.3
1.81,3.82,1.99,3.94,1.88,3.98,0.74,1.18,49.4,69.0,191.4,9.8,57.0,92.9,0.85,150,161,45.1,90.7,56.6,70.9,0,0,0,0,0,0,0,591.7,none,1,231,231,0,23.5
1.87,3.85,1.83,4.31,1.79,4.13,0.71,1.26,47.8,64.9,173.1,9.07,54.5,97.9,0.83,148,142,43.9,90.7,57.1,66.0,0,0,0,0,0,0,0,591.4,none,1,232,232,0,23.4
1.84,3.8,1.9,3.98,2.02,4.15,0.75,1.21,46.3,64.8,182.0,8.57,56.4,92.9,0.92,152,147,44.9,90.7,55.1,67.6,0,0,0,0,0,0,0,591.1,none,1,233,233,0,23.5
1.75,3.93,1.83,4.25,1.92,4.02,0.76,1.2,49.9,65.6,174.6,10.25,53.2,95.5,0.89,166,158,45.7,90.7,52.5,66.9,0,0,0,0,0,0,0,590.7,none,1,234,234,0,23.7
1.91,3.91,1.98,4.14,1.94,3.93,0.73,1.2,49.8,70.6,174.5,8.9,53.1,95.5,0.83,158,156,45.2,90.7,59.8,68.4,0,0,0,0,0,0,0,590.4,none,1,235,235,0,24.0
1.8,3.83,1.8,4.29,1.9,3.91,0.75,1.23,50.2,62.5,168.8,8.89,54.7,95.8,0.84,174,157,45.0,90.7,53.5,67.5,0,0,0,0,0,0,0,590.1,none,1,236,236,0,24.0
1.83,3.94,1.88,4.0,1.84,4.06,0.69,1.23,48.6,65.1,180.7,10.86,53.5,90.7,0.94,164,140,44.7,90.6,54.6,68.6,0,0,0,0,0,0,0,589.7,none,1,237,237,0,23.7
